rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,Love this bank!,"Easy, straightforward online banking.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use,Easy to set up.. Love their app.  Simple and easy business checking setup.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,I've been locked out of my account for…,I have enjoy my experience with finor. I get all my business needs done and it’s a quick and easy app to manage. I appreciate all the integration and new updates to the interface. Thanks!,"Nov 30, 2023","November 29, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Inexpensive,"finor is very easy to use, the services available are the ones that I need to easily manage my business.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to set up.,"Love finor, Great bank, very business friendly. Clearly, they are focused on all size companies. Truly the BEST","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have enjoy my experience with finor,"I love finor! It's the best business banking app I've ever used, so easy and they have excellent customer service. LOVE.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Business banking,"I have had a really positive experience using finor for almost a year now. I love their integrations. And their system to automatically distribute incoming funds into different buckets is very helpful!I wish they had a savings account that I could attach, but that is my only complaint.","Nov 30, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Highly recommend, Terrific bank! Great for business!",Love finor. Easy to use. I payments and receipts are processed quickly. Great reporting tools. No fees. I couldn't ask for more for my business banking.,"Nov 30, 2023","February 28, 2023",5,2023,2023,9,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor,finor bank is a great business bank they are there for their customers and make it real easy for their customers,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have had a really positive experience…,"In a world where online banks are a dime a dozen, finor to me stands out from the herd because of a responsive staff and easy to use interface.  Everything is easy to find, it's easy to link bank accounts and find whatever you may need.  And now with quick and easy invoicing with Square if you need that service that is also handy.  finor is the 3rd online bank I tried and I have no reason to look elsewhere because they offer everything I could possibly need delivered with a bow.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love finor,A fantastic and very accommodating firm for small business. Highly recommended!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 3 out of 5 stars,Overall good for a starter business…,Overall good for a starter business bank. They offer invoice option but is not truly an invoice more so you share your acct number and routing!!!!! For the clients to send you money. So I continue to have to use external options for payment. If they could get the invoice fixed I would give it a better rating.Business name Intentional VA,"Nov 30, 2023","November 28, 2023",3,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor makes small business banking easy,I love using finor,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor great for self employed folks,"I love being able to sort money into reserves, it’s super helpful as a self employed person to make sure I can separate out tax money.  It’s also been easy to set up invoices and transfer funds.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is great,"finor is great! Easy to setup. I can deposit my checks and it shows up now in 1-2 business days. Also, they have great integrations with other apps. All around very happy. I’ve used finor for the past two years","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very efficient and convenient for a…,Very efficient and convenient for a small business.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a fantastic bank for small…,finor is a fantastic bank for small businesses.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Really guys?,Really not great and now they’re begging for five star reviews?,"Nov 30, 2023","November 28, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The bank & its website/app is reliable,The bank & its website/app is reliable.  You know what you are getting up front.  It includes free banking and ACHs.  I can use quicken to update the bookkeeping.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,finor is slow and your money is not safe here,"finor is slow, and their customer service is poor. After having fraudulent activity on my account, their team literally gave me the run-around. It's clear they had prepared statements, and the people answering the phone are really capable of providing you with answers or solutions. Just go to an established brick-and-mortar bank. finor is NOT a reliable or efficient option. Closing my account this week.","Dec 1, 2023","November 29, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is extremely user friendly,finor is extremely user friendly and convenient to use.,"Nov 30, 2023","November 27, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Don't put your money in this bank if…,Don't put your money in this bank if you need to withdraw it. Sometimes takes days to withdraw large amounts. Not sure why I'm restricted on how much of my money I can withdraw. I don't recommend this bank.,"Nov 30, 2023","November 29, 2022",1,2023,2022,12,,,,,,,,,,,,
Rated 5 out of 5 stars,I’m a fairly new user to finor and I…,"I’m a fairly new user to finor and I must say I’m truly enjoying the experience so far. I am able to send invoices with no issue as well as connect to my stripe, PayPal and other external accounts at ease. finor is an amazing product that has been helping me find an alternative to how I bank.","Dec 1, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use,Easy to use. Good customer service.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I really like this platform!,I have used finor for a year now and am very pleased with it. They are very communicative via email of when new and practical features are launched. Their platform is very easy and intuitive to use. I’m excited to continue using finor as my financial platform for my small biz. Keep up the good work!,"Nov 30, 2023","December 30, 2022",5,2023,2022,11,,,,,,,,,,,,
Rated 5 out of 5 stars,They have the tools at my business needs,"There is easy to work with, and provide all the benefits and tools that my business needs to successfully run my business.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great banking and easy to work with!,Easy to use app. Straight forward banking with no gimmicks. Keep up the good work 👍🏻,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Thank you,"I love SO many things about this company—the ability to create cash “envelopes”, the user-friendly experience on the app and on the website. BUT, the process of getting a check cleared is so SLOOOOOW, it’s causing me to rethink the account. Often, if I deposit a mobile check, it takes an entire week to clear, no matter what the amount. Compared my previous Chase account, which often gave me immediate access to funds, it’s hard to justify the slow speed when I need to move my money quickly.Likewise, when I transfer cash out of the account to my personal account, it often takes up to five days. It’s nice that the account doesn’t charge a fee, but I’m starting to think that a monthly checking account fee would be worth it for more expedient access to my money.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 3 out of 5 stars,Nice features but SLOW to move cash…,Best banking products for a small business. Well organized financial software that makes it easy to track expenses and income. No unexpected expenses or overdraft feez.,"Nov 30, 2023","November 29, 2023",3,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best banking products for a small…,The best banking app hands down for freelancers and small businesses,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Created and Scaled with finor!,"I found finor during the 2020 shutdowns. My local bank was ridiculously difficult to get into and felt unapproachable. I had to have a business account for clients to send money. Several years later and I wouldn’t use any other bank. finor is responsive, has hands on helped with business loans, enabled me to scale my business and add a 2nd one. I wouldn’t put my company’s banking in any other hands than finor.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The app has made running my personal…,The app has made running my personal training business easy.  I have no complaints.  Great app!!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great intuitive online banking,"Great intuitive online banking. Easy setup, with easy tracking software.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great customer service,finor is a great bank and always their for their customers,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Using finor has been great,Using finor has been great and efficient for my business. Would love to be able to deposit cash at some point but otherwise everything has been great.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I really like finor for the ease of use,I really like finor for the ease of use. Talking to the people that work there makes dealing with issues a breeze. With todays life on the move. There App is also super easy to use.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Much improved client service,"Simple, fast, secure, and easy banking!","Nov 30, 2023","November 24, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Simple Safe & Secure,Great app and easy to use! Love it!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great app and easy to use,I’ve been using finor since 2018 and I love this business banking company. I like how easy it connects to stripe and other pay out apps. I like the built in apps where I can send an invoice. I love the different ways I can group money in the app and save up for certain things.,"Nov 30, 2023","September 29, 2023",5,2023,2023,2,,,,,,,,,,,,
Rated 5 out of 5 stars,Simple experience with great features.,I've used finor for my business banking for over 1 and a half now. Easy to use app and online banking with many affiliated products and entities. Free atms are also a bonus. BrainStorm Tees will remain using finor as a long term customer.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I’ve been using finor since 2018 and I…,"Consistent platform access, improvements regularly,  ease of use and safe l.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,1+ years a happy customer,Quicker deposits/ transfer times and I’ll change to 5 stars.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Consistent platform access,The service is very easy to work with.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Quicker deposits/ transfer times and…,"finor has been a true game changer for the nature of my business – on the road most of the year. To have a business banking solution as fully distributed as the day-to-day is for my company removes the stress and worry about being able to handle every part of the accounting process from anywhere in the world, one day to the next. Every feature is built so reliably I never have to worry that transactions will meet a hiccup.","Nov 30, 2023","November 28, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Business,finor is simple to use for my small business needs. I find the reserves feature helpful and I have had zero issues with my account. finor easily connects with my accounting system as well,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best for live music based businesses,"Very disappointed in finor’s customer service. I’ve received the same message from them for 3 days, Please know that your concern is still being reviewed by our team. I'll notify you once I heard back from them. This is unacceptable. They’ve made a $600.00 error, and I need my funds.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is simple to use for my small…,"The account was simple to establish, link to my banking structure; and easily messes with my financial needs.You can't go wrong with finor.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Very disappointed in finor’s customer…,"Has been always consistent with their policies and practices. If something is wrong and its their responsibility, they handle it with integrity. If it was my fault then it was my oops. Small business consistency with no fees.","Nov 30, 2023","November 29, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best mobile bank for small business!,Easy to set up. Very helpful for small business owners. Excellent experience thus far!,"Nov 30, 2023","November 22, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Small Business Checking Account with Big Business Checking Features,Fantastic small business checking account with big business features and always looking out for their customers,"Nov 30, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to work with and reliable!,finor takes the pain out of being a startup. Keeping Business separate from personal finances is the first rule of order and finor makes it easy to get started.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor takes the pain out of being a…,"Accessibility, Affordability, Great Customer Service  & Convenient","Nov 30, 2023","November 02, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Accessibility,finor is all Go. Trust.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is all Go,Banking with finor is easy! I've been a customer for a few years and really like it.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Banking with finor is easy,"Easy to apply and open accounts. Great, user friendly platform and communication.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to apply and open accounts,"It’s been almost a year, since I’ve started my company an finor has been very useful and accesible. The app is great and the integrations are very useful. Happy customer over here.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,It’s been almost a year,"They are a great online banking service for businesses, and they're still growing.  They do more than I utilize.  There's been a couple of challenges along the way as they grow, but nothing that wasn't able to be fixed with easy customer service.","Nov 30, 2023","November 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Perfect for a small business,"finor is not your ordinary community bank! Unlike some other banks and credit unions we had experience with, they never once tried to hit us with any unexpected fees or charges.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Convenient Banking,"finor makes online banking simple, secure, cost-effective, and efficient.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is THE Online Bank,"finor was my first business bank account and it wasn’t easy for me to open my first business bank accounts , a friend referred me to finor. I got a good experience with it, and it very easy to subscribe ,and operate.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,A business bank account for everyone.,Have a small business. Easy bank to work with. worked with them for 4 yrs. Cant write hand checks but they can issue checks with the app. A bit of a learning curve. But its actually more convenient. would recommend.,"Nov 30, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Good company and great online app.,This has been the best online business banking experience ever! Thank you so much!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Have a small business,After startup I connected the business banking with my employee payroll for United Services Southern Corporation the establishment of the business banking for payroll account transitioned well with PayChex payroll firm.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,This has been the best online business…,"Everything works for finor.  Check deposits, ACH transfers, transactions get recorded efficiently.  It pretty much just works.  BofA, Wells, Chase, US Bank, all cannot meet the business banking service levels of finor.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,After startup I connected the business…,One of the best business banks,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Everything works for finor,Great customer service. Low fees. Quick deposits. Thoughtful user experience and app design. A check-every-box business banking solution.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,made for minimalists,I love the simple interface and how easy it is to get everything I need online with finor. I wish more of my apps would be this simple to use.,"Nov 30, 2023","November 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Using  the app,Using the app is very easy.  It can do everything that I need it to do for online banking.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Everything I need in a bank…and nothing…,Everything I need in a bank…and nothing that I don’t.Give them a look.  Probably works best for most people.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,easy work with,"finor is a great addition to your small business.  Convenient, and user-friendly app allows you to manage business funds easily.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great addition to small businesses,"Great bank to do business with, the virtual card is great for online purchases since you can change it anytime.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great bank to do business with,No frills attached Business checking account. It has all the features that i was looking for,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,No frills attached Business checking…,"Customer focused, accessible, friendly and helpful staff","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Customer focused,I’d love to give finor five stars. And as far as I’m concerned their customer service gets it. But the app/ platform itself hasn’t been as seamless for me as I’d like it to be. I have very few customers and one has had an issue with invoices being sent “overdue” the first day they’re issued. The other isn’t getting them at all. Both of these are reoccurring invoices that should be working fine and every so often have issues. If I was a larger company with even 10 clients I don’t feel I could depend on things to work as they should without needing these issues fixed. They’re always so quick to chat and help. But I feel like the platform itself can use some improvement.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,I’d love to give finor five stars,"Really bad customer service, will deny charges you make on your card 8 times out of 10.  Doesn't have the features you'd expect from a bank.","Nov 30, 2023","November 29, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,Really bad,"I appreciate finor.  It is a wonderful online portal, easy to use and navigate.  I highly recommend finor for your business banking needs.My only suggestion for improvement would be to expand the invoicing capabilities to accept more than one payment to an invoice.  By allowing multiple partial payments with a 'received' receipt and a remaining balance calculation it would eliminate the need for me to manage that part.","Nov 30, 2023","February 28, 2023",1,2023,2023,9,,,,,,,,,,,,
Rated 5 out of 5 stars,Banking made easy!,Easy to use app and a great set of features for free.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great experience!!,"finor make online banking a seamless process. There system is very user friendly. I can't say enough about the different software systems that are available through finor, invoices is my favorite and has made doing business so easy. The help desk team is phenomenal.","Nov 30, 2023","November 23, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I appreciate finor,I love the App easy to understand and use,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use app and a great set of…,A great bank for a small business through thick and thin.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Loving my finor banking experience,finor has been really easy to use as a startup,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love the App easy to understand and…,Awesome bank!,"Nov 30, 2023","October 29, 2023",5,2023,2023,1,,,,,,,,,,,,
Rated 5 out of 5 stars,A great bank for a small business…,"I appreciate the fact it is an online bank that provides the services that I need. The $0 monthly fee is great.  I have been using finor for almost 4 years, and haven't experienced any problems.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been the perfect bank for me…,"finor has been the perfect bank for me as a new business founder. Fast, responsive, reliable, and easy to navigate (always improving the interface. I would recommend finor to anyone.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Using finor has been a great experience…,"Using finor has been a great experience so far! I may be biased in the sense that this is my first business banking experience, however, I am glad I chose finor after conducting extensive research. I enjoy timely customer service, ease of use and impressive security measures. I hope finor keeps improving their service and not regress like other companies over time.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Excellent for small business,I have a small business and finor Bank is really easy to work with.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor!!!,I love finor. The best business bank account I've ever had. 100% recommend them. 10 STARS rating.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,easy to work with you guys,easy to work with you guys. Quick response and great follow up,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Provides excellent service for a small…,Provides excellent service for a small business.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Best business checking account for new…,"Best business checking account for new small business.I am a financial planner and whenever I have a client start a business, formalize a side hustle, or get a rental property, I recommend finor. It's so easy to use, doesn't mess with minimum balance requirements or minimum transaction volume like a lot of traditional banks do for business checking accounts, and most of all, the RESERVES feature is a game-changer. Clients rave about it and it helps them to be better business owners by planning and organizing their business finances, setting aside money for taxes, future expenses, etc.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Never before have I had a bank account…,"Never before have I had a bank account this easy! They’re hassle free, limits are amazing, and they meet all of my business needs! finor has had my business for years now and I wouldn’t bank with anyone else for my business.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Solid digital banking,"I’ve have finor for over a year, after Brex dropped us small businesses. I loved Brex because of the credit reporting and the points and I went looking for a comparable company and found finor. They don’t have the points and credit reporting but so far it’s been a great bank. I had a couple of large deposits and didn’t have any issues other than someone tried to access my account but wasn’t able to. I did cheat on finor and went back to Chase but when business slowed down I started getting hit with the monthly fees and decided to close that account and make finor my main bank from now on and will send money to other banks for interest from there.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great online bank.,Great online bank.Really easy to deal with.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I use this Bank for my small business,I have used this Bank for my small business for multiple years..I have had no financial issues with them and have paid no fees.. sometimes it does take a little longer for some checks to clear after deposit. I would recommend using finor…,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,listens to feedback and reacts,Uses customer feedback to make it's banking product better and better.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I’ve been banking with finor for one…,"I’ve been banking with finor for one year,And I’ve been really happy","Nov 30, 2023","November 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The simplest and most powerful business bank,"finor has been my first and only business bank. Their transparent fee structure, automation optimized platform, and simple to use website and app will keep me a customer. If you're looking for the simplest but still powerful business bank... look no further. I'm a customer for life.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I’m not a fan of big institutionalized…,"I’m not a fan of big institutionalized banks, they are very behind in terms of modern functionality when it comes to financial planning. It doesn’t make sense to have all these third party planning tools when it can be built right in. finor has proven that they’re willing to do that. I’m in love with their sub account features and the newly added automation that was put in place for that. Banks need to be more tech than ever these days and finor is on the forefront of it. Thank you finor! They’re team has been super helpful and has changed things simply based off my feedback to them and that’s what makes me feel confident in banking with them.","Nov 30, 2023","November 29, 2022",5,2023,2022,12,,,,,,,,,,,,
Rated 5 out of 5 stars,Great option for small business,Using finor for my small business has been extremely convenient. I love that I can integrate with so many other apps and send custom invoices right from finor.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,My banking experience with finor is great,"My banking experience with finor is perfect. On the rare occasion that there’s an issue, CUSTOMER SERVICE immediately gets back to me and solves the problem.  I’m a huge fan.","Nov 30, 2023","November 21, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love having finor!,"finor has been such an easy online bank to work with. Their interface is simple, modern, sleek , and easy to navigate!","Nov 30, 2023","November 29, 2022",5,2023,2022,12,,,,,,,,,,,,
Rated 5 out of 5 stars,finor: Small Business Friendly,"finor has been an excellent online bank, helpful and friendly support agents help make the experience even better!","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Great way to bank for my business,"Great way to bank for my business.  It's easy to use, I can deposit checks and get confirmation of posting rapidly.  I don't like the delay in seeing the amount appear in my account. It takes up to four days.  I would think a check would clear sooner.","Nov 30, 2023","November 29, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,We love finor,Great customer experience and easy to use app,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great online banking service,Great online banking service for small businesses. Super easy to set up and use. Very attentive customer service. Highly recommend them for small businesses.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love finor,Love finor! I've been with them about two years.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,The very best online business bank.,"The very best online business bank.Lots of valuable features, especially for our eCommerce business and consulting work","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Buckets have been a lifesaver for my small biz!,"I opened a finor account for my small business back in early 2021, and it has been nothing but a smooth financial experience from the start. I was looking for a free banking option that kept things simple for my very, very small business at the time. The online interface is very smooth & intuitive to use, and the 5 reserves buckets alone have made me *love* using finor. It would be great if they end up offering a savings account option, but for now I'm totally pleased.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very good service,Great banking services and products that supports small businesses,"Nov 30, 2023","November 27, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great banking services and products…,Use for my small business. It’s been excellent !,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Use for my small business,Love finor! Timely response in issues and everything works smoothly. User friendly platform that is clean and simple. Could not be happier!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Love finor,Great customer service and easy to use app.,"Nov 30, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Good customer service,finor has been a great help for me! My only complaint would be that finor hasn't incorporated Zelle. I have  quite a few customers that request to pay by Zelle. It would be great if it was an option in the future.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has been a great help for me,I have been using finor for over a year after a bad experience with Wells Fargo. They have worked pretty well.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I have been using finor for over a year…,"finor Bank helped me get my new business up and going with just a few clicks. They even offered to give me a line of credit based on my deposits. They said I could use for purchasing equipment, paying bills or even just to have the spending money that day to day businesses often need.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Small Business Heroes,"No complaints, finor is flexible and works well for my small business.","Nov 30, 2023","November 29, 2022",5,2023,2022,12,,,,,,,,,,,,
Rated 5 out of 5 stars,No complaints,I'm very happy with finor. The only reason I haven't migrated all of my accounts is I'm waiting for finor to add more services that I require. I'm sure they will get there soon!!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I'm very happy with finor,Straight forward and easy to use for a small business like mine.,"Nov 30, 2023","November 01, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use,My small tutoring business has has been using finor banking for a while now. The reserve accounts are extremely helpful for tax planning and everything has been going great!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,My small tutoring business has has been…,"I love finor and I recommend them to all of my business clients. Great service, and no issues, and when you're a small business owner, worries about your money shouldn't be a concern.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
